,E,rho,taw,City
15,16.0,0.5902103061257333,Tau=2,"Boston-Cambridge-Newton, MA-NH MSA"
16,17.0,0.5896178660856859,Tau=2,"Boston-Cambridge-Newton, MA-NH MSA"
17,18.0,0.6010618913897255,Tau=2,"Boston-Cambridge-Newton, MA-NH MSA"
18,19.0,0.5978083558759247,Tau=2,"Boston-Cambridge-Newton, MA-NH MSA"
19,20.0,0.5998463334526342,Tau=2,"Boston-Cambridge-Newton, MA-NH MSA"
0,1.0,0.586420806050501,Tau=3,"Boston-Cambridge-Newton, MA-NH MSA"
1,2.0,0.5554643335834613,Tau=3,"Boston-Cambridge-Newton, MA-NH MSA"
2,3.0,0.5302660023808174,Tau=3,"Boston-Cambridge-Newton, MA-NH MSA"
3,4.0,0.5601072659191889,Tau=3,"Boston-Cambridge-Newton, MA-NH MSA"
4,5.0,0.5793771894462768,Tau=3,"Boston-Cambridge-Newton, MA-NH MSA"
5,6.0,0.5843367850359136,Tau=3,"Boston-Cambridge-Newton, MA-NH MSA"
6,7.0,0.5957569256939688,Tau=3,"Boston-Cambridge-Newton, MA-NH MSA"
7,8.0,0.6012068035874528,Tau=3,"Boston-Cambridge-Newton, MA-NH MSA"
8,9.0,0.602064147485584,Tau=3,"Boston-Cambridge-Newton, MA-NH MSA"
9,10.0,0.6056404216868488,Tau=3,"Boston-Cambridge-Newton, MA-NH MSA"
10,11.0,0.6084968538191461,Tau=3,"Boston-Cambridge-Newton, MA-NH MSA"
11,12.0,0.6020958972504945,Tau=3,"Boston-Cambridge-Newton, MA-NH MSA"
12,13.0,0.6083942962220223,Tau=3,"Boston-Cambridge-Newton, MA-NH MSA"
13,14.0,0.6085202394859544,Tau=3,"Boston-Cambridge-Newton, MA-NH MSA"
14,15.0,0.6078310128020303,Tau=3,"Boston-Cambridge-Newton, MA-NH MSA"
15,16.0,0.6073589597373382,Tau=3,"Boston-Cambridge-Newton, MA-NH MSA"
16,17.0,0.6129252401609231,Tau=3,"Boston-Cambridge-Newton, MA-NH MSA"
17,18.0,0.6150124220142917,Tau=3,"Boston-Cambridge-Newton, MA-NH MSA"
